#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0010033	Response to organic substance	33	2692	0.54	0.8	1.31e-08	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259206,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	TNFRSF1A,OSM,OXT,PLAT,COMP,HGF,FABP4,IL1RN,MSTN,IL1B,KIT,FGF19,LTBP3,WFIKKN2,LEP,IFNLR1,LEPR,BSG,ICOSLG,THBS4,FCAR,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,UMOD,IL6,IL18R1,TNF,IL10,ADM,PGF
GO:0035295	Tube development	20	880	0.81	1.17	1.85e-08	9606.ENSP00000222271,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000363827,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000398698,9606.ENSP00000405577,9606.ENSP00000436607,9606.ENSP00000451040	COMP,HS6ST1,CCN3,EPHA1,KIT,LTBP3,B4GAT1,LEP,MET,LEPR,BSG,FN1,PLXNB2,HSPG2,UMOD,NPY,TNF,CLMP,ADM,PGF
GO:0006952	Defense response	24	1394	0.69	0.98	2.96e-08	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000352071,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000363869,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,IL1RN,IL1B,TNFRSF10B,KIT,IFNLR1,ICOSLG,SIGLEC1,FN1,FCAR,CD163,FASLG,HSPG2,VSIG4,CCL8,UMOD,NPY,IL6,IL18R1,TNF,IL10,GNLY,ADM
GO:0048584	Positive regulation of response to stimulus	29	2131	0.59	0.85	3.15e-08	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000451040,9606.ENSP00000499459	TNFRSF1A,OSM,PLAT,HGF,FABP4,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,ICOSLG,THBS4,FN1,FASLG,VSIG4,MOG,FGFBP1,CCL8,NPY,IL6,IL18R1,TNF,IL10,PGF,IL19
GO:0008285	Negative regulation of cell population proliferation	18	713	0.86	1.21	3.69e-08	9606.ENSP00000215781,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000356791,9606.ENSP00000363869,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000436607,9606.ENSP00000478699	OSM,CCN3,MSTN,IL1B,IFNLR1,ICOSLG,DPT,VSIG4,FGFBP1,LILRB4,CCL8,UMOD,IL6,TNF,IL10,CD200,ADM,TNFRSF9
GO:0051716	Cellular response to stimulus	49	6357	0.34	0.56	4.67e-08	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000300055,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000366091,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040,9606.ENSP00000498879,9606.ENSP00000499459	SEMA3F,TNFRSF1A,OSM,OXT,PLAT,COMP,HGF,FABP4,IL1RN,CCN3,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,PLIN1,LTBP3,VASN,INHBC,WFIKKN2,LEP,MET,IFNLR1,LEPR,BSG,ICOSLG,THBS4,FN1,FCAR,PLXNB2,FASLG,CHRDL1,MOG,FGFBP1,LILRB4,EFEMP1,CCL8,UMOD,NPY,IL6,IL18R1,TNF,IL10,EFNA4,ADM,PGF,CD59,IL19
GO:0071310	Cellular response to organic substance	28	2019	0.6	0.85	4.67e-08	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000451040	TNFRSF1A,OSM,PLAT,COMP,HGF,FABP4,MSTN,IL1B,KIT,FGF19,LTBP3,WFIKKN2,LEP,IFNLR1,LEPR,ICOSLG,FCAR,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,UMOD,IL6,IL18R1,TNF,IL10,PGF
GO:0032101	Regulation of response to external stimulus	20	964	0.77	1.07	6.41e-08	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000327824,9606.ENSP00000339730,9606.ENSP00000363869,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000451040	SEMA3F,TNFRSF1A,OSM,PLAT,HGF,FABP4,CCN3,MSTN,IL1B,LEP,MET,IFNLR1,THBS4,VSIG4,NPY,IL6,TNF,IL10,CD200,PGF
GO:0048731	System development	38	3867	0.45	0.67	6.41e-08	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000405577,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OXT,COMP,HGF,HS6ST1,CCN3,IL1B,EPHA1,KIT,FGF19,LTBP3,B4GAT1,WFIKKN2,LEP,MET,LEPR,BSG,FN1,PLXNB2,MFAP5,FASLG,CHRDL1,HSPG2,MOG,LILRB4,EFEMP1,UMOD,NPY,IL6,IL18R1,TNF,CLMP,IL10,EFNA4,ADM,PGF
GO:0070887	Cellular response to chemical stimulus	31	2609	0.53	0.76	1.06e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000451040	TNFRSF1A,OSM,PLAT,COMP,HGF,FABP4,CCN3,MSTN,IL1B,KIT,FGF19,LTBP3,VASN,WFIKKN2,LEP,IFNLR1,LEPR,BSG,ICOSLG,FCAR,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,UMOD,IL6,IL18R1,TNF,IL10,PGF
GO:0002376	Immune system process	28	2121	0.58	0.81	1.15e-07	9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000243924,9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000375622,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607,9606.ENSP00000499459	FSTL3,OSM,PI3,IL1RN,IL1B,KIT,LEP,IFNLR1,LEPR,BSG,ICOSLG,FCAR,MFAP5,FASLG,VSIG4,MOG,LILRB4,LAIR1,CCL8,UMOD,NPY,IL6,IL18R1,TNF,IL10,GNLY,ADM,IL19
GO:0006950	Response to stress	35	3358	0.47	0.69	1.15e-07	9606.ENSP00000162749,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000243924,9606.ENSP00000259206,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000300055,9606.ENSP00000306864,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000352071,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000363869,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000417185,9606.ENSP00000436423,9606.ENSP00000436607,9606.ENSP00000451040,9606.ENSP00000498879	TNFRSF1A,OXT,PLAT,COMP,PI3,IL1RN,MSTN,IL1B,TNFRSF10B,KIT,PLIN1,VASN,LEP,IFNLR1,ICOSLG,THBS4,SIGLEC1,FN1,FCAR,CD163,FASLG,HSPG2,VSIG4,CCL8,UMOD,NPY,IL6,IL18R1,TNF,IL10,VWA1,GNLY,ADM,PGF,CD59
