#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0007165	Signal transduction	35	4714	0.41	2.93e-06	9606.ENSP00000013125,9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000265071,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000301838,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000370373,9606.ENSP00000389377,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000433112,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	MAP4K5,NCK2,AXIN1,IL7,CDH6,NTRK2,THY1,KIT,STAT5B,FADD,BCR,DAB2,BAIAP2,MET,ITGA11,HGS,GRAP2,ICOSLG,SH2B3,CRKL,FKBP1B,NFATC1,NTF3,TGFA,ROBO1,PDGFC,DAPP1,ERBIN,IL32,DKK3,YES1,PAK4,FGF21,KITLG,ITGAM
GO:0048519	Negative regulation of biological process	37	5313	0.38	3.40e-06	9606.ENSP00000188790,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000370373,9606.ENSP00000389377,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000433112,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	FAP,NCK2,PI3,AXIN1,IL7,LAMP3,HYAL1,NTRK2,THY1,KIT,STAT5B,ALDH1A1,FADD,MGMT,PCSK9,BCR,DAB2,MET,HGS,ICOSLG,SH2B3,CRKL,WFDC2,SERPINB1,FKBP1B,NFATC1,NTF3,TGFA,ROBO1,ERBIN,IL32,DKK3,YES1,PAK4,FGF21,KITLG,ITGAM
GO:0023052	Signaling	36	5057	0.39	3.67e-06	9606.ENSP00000013125,9606.ENSP00000233154,9606.ENSP00000249647,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000265071,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000301838,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000370373,9606.ENSP00000389377,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000433112,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	MAP4K5,NCK2,SNAP23,AXIN1,IL7,CDH6,NTRK2,THY1,KIT,STAT5B,FADD,BCR,DAB2,BAIAP2,MET,ITGA11,HGS,GRAP2,ICOSLG,SH2B3,CRKL,FKBP1B,NFATC1,NTF3,TGFA,ROBO1,PDGFC,DAPP1,ERBIN,IL32,DKK3,YES1,PAK4,FGF21,KITLG,ITGAM
GO:0051246	Regulation of protein metabolic process	26	2622	0.53	3.67e-06	9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000313391,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000370373,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	NCK2,PI3,AXIN1,IL7,LAMP3,NTRK2,THY1,KIT,FADD,MGMT,PCSK9,DAB2,HGS,EBAG9,SH2B3,CRKL,WFDC2,SERPINB1,FKBP1B,NTF3,TGFA,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0043405	Regulation of MAP kinase activity	9	185	1.23	4.14e-06	9606.ENSP00000262320,9606.ENSP00000288135,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	AXIN1,KIT,HGS,SH2B3,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0050730	Regulation of peptidyl-tyrosine phosphorylation	10	259	1.13	4.20e-06	9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000495951	NCK2,IL7,THY1,KIT,SH2B3,NTF3,TGFA,PDGFC,YES1,KITLG
GO:0043408	Regulation of MAPK cascade	14	668	0.86	5.07e-06	9606.ENSP00000262320,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951	AXIN1,NTRK2,KIT,DAB2,GRAP2,SH2B3,CRKL,NTF3,TGFA,ROBO1,PDGFC,PAK4,FGF21,KITLG
GO:0019220	Regulation of phosphate metabolic process	19	1405	0.67	6.58e-06	9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000370373,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	NCK2,AXIN1,IL7,NTRK2,THY1,KIT,DAB2,MET,HGS,SH2B3,CRKL,FKBP1B,NTF3,TGFA,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0042325	Regulation of phosphorylation	18	1251	0.7	6.58e-06	9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	NCK2,AXIN1,IL7,NTRK2,THY1,KIT,DAB2,MET,HGS,SH2B3,CRKL,NTF3,TGFA,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0001932	Regulation of protein phosphorylation	17	1108	0.72	7.04e-06	9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	NCK2,AXIN1,IL7,NTRK2,THY1,KIT,DAB2,HGS,SH2B3,CRKL,NTF3,TGFA,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0071900	Regulation of protein serine/threonine kinase activity	11	386	0.99	1.03e-05	9606.ENSP00000262320,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	AXIN1,THY1,KIT,DAB2,HGS,SH2B3,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0051336	Regulation of hydrolase activity	16	1011	0.74	1.28e-05	9606.ENSP00000243924,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000370373,9606.ENSP00000397297,9606.ENSP00000420321	PI3,LAMP3,NTRK2,THY1,KIT,FADD,MGMT,BCR,MET,EBAG9,CRKL,WFDC2,SERPINB1,FKBP1B,NTF3,ROBO1
GO:0043067	Regulation of programmed cell death	19	1492	0.64	1.31e-05	9606.ENSP00000188790,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	FAP,NCK2,IL7,FCER2,LAMP3,NTRK2,KIT,STAT5B,FADD,MGMT,PCSK9,DAB2,MET,NTF3,TGFA,PAK4,FGF21,KITLG,ITGAM
GO:0010033	Response to organic substance	25	2692	0.51	1.77e-05	9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000316338,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000370373,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477	IL7,ARSB,LAMP3,HYAL1,NTRK2,KIT,STAT5B,ALDH1A1,FADD,MGMT,PCSK9,BCR,DAB2,BAIAP2,ICOSLG,SH2B3,CRKL,FKBP1B,NTF3,DDC,PDGFC,ERBIN,YES1,PAK4,FGF21
GO:0016477	Cell migration	15	903	0.76	1.86e-05	9606.ENSP00000188790,9606.ENSP00000233154,9606.ENSP00000264914,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000300026,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000346300,9606.ENSP00000420321,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	FAP,NCK2,ARSB,NTRK2,KIT,STAT5B,PPIB,BCR,MET,ITGA11,CRKL,ROBO1,YES1,PAK4,KITLG
GO:0043549	Regulation of kinase activity	14	778	0.79	2.14e-05	9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	NCK2,AXIN1,NTRK2,THY1,KIT,DAB2,MET,HGS,SH2B3,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0009966	Regulation of signal transduction	26	2978	0.48	2.54e-05	9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000301838,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000389377,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000433112,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951	NCK2,AXIN1,IL7,NTRK2,THY1,KIT,FADD,PCSK9,BCR,DAB2,BAIAP2,MET,HGS,GRAP2,SH2B3,CRKL,NFATC1,NTF3,TGFA,ROBO1,PDGFC,ERBIN,DKK3,PAK4,FGF21,KITLG
GO:0009605	Response to external stimulus	23	2355	0.53	2.93e-05	9606.ENSP00000243924,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000300026,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370373,9606.ENSP00000397297,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000496959	PI3,ARSB,HYAL1,KIT,STAT5B,PPIB,FADD,MGMT,PCSK9,BCR,BAIAP2,MET,ICOSLG,CRKL,WFDC2,FKBP1B,NTF3,ROBO1,ERBIN,FKBP5,YES1,FGF21,ITGAM
GO:0043406	Positive regulation of MAP kinase activity	7	116	1.32	3.15e-05	9606.ENSP00000262320,9606.ENSP00000288135,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	AXIN1,KIT,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0007155	Cell adhesion	15	965	0.73	3.60e-05	9606.ENSP00000188790,9606.ENSP00000246006,9606.ENSP00000265071,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000327290,9606.ENSP00000341141,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000469413,9606.ENSP00000495951,9606.ENSP00000496959	FAP,CD93,CDH6,THY1,KIT,BCR,BAIAP2,ITGA11,SIGLEC1,ROBO1,ERBIN,IL32,PAK4,KITLG,ITGAM
GO:0032502	Developmental process	36	5657	0.34	3.60e-05	9606.ENSP00000188790,9606.ENSP00000233154,9606.ENSP00000262320,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000265071,9606.ENSP00000266031,9606.ENSP00000277120,9606.ENSP00000280362,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000300026,9606.ENSP00000301838,9606.ENSP00000302111,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000389377,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000433112,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	FAP,NCK2,AXIN1,IL7,ARSB,CDH6,HYAL1,NTRK2,PTS,THY1,KIT,STAT5B,PPIB,FADD,MGMT,PCSK9,BCR,DAB2,BAIAP2,MET,ITGA11,SH2B3,CRKL,WFDC2,NFATC1,NTF3,DDC,TGFA,ROBO1,PDGFC,DKK3,YES1,PAK4,FGF21,KITLG,ITGAM
